shell,rest_exponents,c_power,b_power,coefficient,sign
16,0 1 1 0 0 1 1 1 1 1 1 1 1 1 1 0 1 0 1 2 1 0,0,1,-1,-
16,0 1 1 0 0 1 1 1 1 1 1 1 1 1 1 0 1 0 1 2 1 0,1,0,-1,-
16,0 1 1 0 0 1 1 1 1 1 1 1 1 1 1 0 1 0 3 0 1 0,0,1,-1,-
16,0 1 1 0 0 1 1 1 1 1 1 1 1 1 1 0 1 0 3 0 1 0,1,0,-1,-
16,0 1 1 0 0 1 1 1 1 1 1 1 1 1 1 0 1 2 1 0 1 0,0,1,-1,-
16,0 1 1 0 0 1 1 1 1 1 1 1 1 1 1 0 1 2 1 0 1 0,1,0,-1,-
16,0 1 1 0 0 1 1 1 1 1 1 1 1 1 1 0 3 0 1 0 1 0,0,1,-1,-
16,0 1 1 0 0 1 1 1 1 1 1 1 1 1 1 0 3 0 1 0 1 0,1,0,-1,-
16,0 1 1 0 0 1 1 1 1 1 1 1 1 1 1 2 1 0 1 0 1 0,0,1,-1,-
16,0 1 1 0 0 1 1 1 1 1 1 1 1 1 1 2 1 0 1 0 1 0,1,0,-1,-
16,0 1 1 0 0 1 1 1 1 1 1 1 1 1 2 1 0 1 0 1 0 1,0,1,-1,-
16,0 1 1 0 0 1 1 1 1 1 1 1 1 1 2 1 0 1 0 1 0 1,1,0,-1,-
16,0 1 1 0 0 1 1 1 1 1 1 1 1 1 3 0 1 0 1 0 1 0,0,1,-1,-
16,0 1 1 0 0 1 1 1 1 1 1 1 1 1 3 0 1 0 1 0 1 0,1,0,-1,-
16,0 1 1 0 0 1 1 1 1 1 1 1 1 3 0 1 0 1 0 1 0 1,0,1,-1,-
16,0 1 1 0 0 1 1 1 1 1 1 1 1 3 0 1 0 1 0 1 0 1,1,0,-1,-
16,0 1 1 0 0 1 1 1 1 1 1 1 1 3 1 0 1 0 1 0 1 0,0,1,-1,-
16,0 1 1 0 0 1 1 1 1 1 1 1 1 3 1 0 1 0 1 0 1 0,1,0,-1,-
16,0 1 1 0 0 1 1 1 1 1 1 1 3 1 0 1 0 1 0 1 0 1,0,1,-1,-
16,0 1 1 0 0 1 1 1 1 1 1 1 3 1 0 1 0 1 0 1 0 1,1,0,-1,-
16,0 1 1 0 0 1 1 1 1 1 1 1 3 1 1 0 1 0 1 0 1 0,0,1,-1,-
16,0 1 1 0 0 1 1 1 1 1 1 1 3 1 1 0 1 0 1 0 1 0,1,0,-1,-
16,0 1 1 0 0 1 1 1 1 1 1 3 1 1 0 1 0 1 0 1 0 1,0,1,-1,-
16,0 1 1 0 0 1 1 1 1 1 1 3 1 1 0 1 0 1 0 1 0 1,1,0,-1,-
16,0 1 1 0 0 1 1 1 1 1 1 3 1 1 1 0 1 0 1 0 1 0,0,1,-1,-
16,0 1 1 0 0 1 1 1 1 1 1 3 1 1 1 0 1 0 1 0 1 0,1,0,-1,-
16,0 1 1 0 0 1 1 1 1 1 3 1 1 1 0 1 0 1 0 1 0 1,0,1,-1,-
16,0 1 1 0 0 1 1 1 1 1 3 1 1 1 0 1 0 1 0 1 0 1,1,0,-1,-
16,0 1 1 0 0 1 1 1 1 1 3 1 1 1 1 0 1 0 1 0 1 0,0,1,-1,-
16,0 1 1 0 0 1 1 1 1 1 3 1 1 1 1 0 1 0 1 0 1 0,1,0,-1,-
16,0 1 1 0 0 1 1 1 1 3 1 1 1 1 0 1 0 1 0 1 0 1,0,1,-1,-
16,0 1 1 0 0 1 1 1 1 3 1 1 1 1 0 1 0 1 0 1 0 1,1,0,-1,-
16,0 1 1 0 0 1 1 1 1 3 1 1 1 1 1 0 1 0 1 0 1 0,0,1,-1,-
16,0 1 1 0 0 1 1 1 1 3 1 1 1 1 1 0 1 0 1 0 1 0,1,0,-1,-
16,0 1 1 0 0 1 1 1 2 0 0 0 1 1 1 1 1 1 1 1 1 1,0,1,-1,-
16,0 1 1 0 0 1 1 1 2 0 0 0 1 1 1 1 1 1 1 1 1 1,1,0,-1,-
16,0 1 1 0 0 1 1 1 3 1 1 1 1 1 0 1 0 1 0 1 0 1,0,1,-1,-
16,0 1 1 0 0 1 1 1 3 1 1 1 1 1 0 1 0 1 0 1 0 1,1,0,-1,-
16,0 1 1 0 0 1 1 1 3 1 1 1 1 1 1 0 1 0 1 0 1 0,0,1,-1,-
16,0 1 1 0 0 1 1 1 3 1 1 1 1 1 1 0 1 0 1 0 1 0,1,0,-1,-
16,0 1 1 0 0 1 1 3 0 0 0 0 1 1 1 1 1 1 1 1 1 1,0,1,-1,-
16,0 1 1 0 0 1 1 3 0 0 0 0 1 1 1 1 1 1 1 1 1 1,1,0,-1,-
16,0 1 1 0 0 1 1 3 1 1 1 1 1 1 0 1 0 1 0 1 0 1,0,1,-1,-
16,0 1 1 0 0 1 1 3 1 1 1 1 1 1 0 1 0 1 0 1 0 1,1,0,-1,-
16,0 1 1 0 0 1 1 3 1 1 1 1 1 1 1 0 1 0 1 0 1 0,0,1,-1,-
16,0 1 1 0 0 1 1 3 1 1 1 1 1 1 1 0 1 0 1 0 1 0,1,0,-1,-
16,0 1 1 0 0 1 2 0 1 1 1 1 0 0 1 1 1 1 1 1 1 1,0,1,-1,-
16,0 1 1 0 0 1 2 0 1 1 1 1 0 0 1 1 1 1 1 1 1 1,1,0,-1,-
16,0 1 1 0 0 1 3 1 0 0 0 0 1 1 1 1 1 1 1 1 1 1,0,1,-1,-
16,0 1 1 0 0 1 3 1 0 0 0 0 1 1 1 1 1 1 1 1 1 1,1,0,-1,-
16,0 1 1 0 0 1 3 1 1 1 1 1 1 1 0 1 0 1 0 1 0 1,0,1,-1,-
16,0 1 1 0 0 1 3 1 1 1 1 1 1 1 0 1 0 1 0 1 0 1,1,0,-1,-
16,0 1 1 0 0 1 3 1 1 1 1 1 1 1 1 0 1 0 1 0 1 0,0,1,-1,-
16,0 1 1 0 0 1 3 1 1 1 1 1 1 1 1 0 1 0 1 0 1 0,1,0,-1,-
16,0 1 1 0 0 3 0 0 1 1 1 1 0 0 1 1 1 1 1 1 1 1,0,1,-1,-
16,0 1 1 0 0 3 0 0 1 1 1 1 0 0 1 1 1 1 1 1 1 1,1,0,-1,-
16,0 1 1 0 0 3 1 1 0 0 0 0 1 1 1 1 1 1 1 1 1 1,0,1,-1,-
16,0 1 1 0 0 3 1 1 0 0 0 0 1 1 1 1 1 1 1 1 1 1,1,0,-1,-
16,0 1 1 0 0 3 1 1 1 1 1 1 1 1 0 1 0 1 0 1 0 1,0,1,-1,-
16,0 1 1 0 0 3 1 1 1 1 1 1 1 1 0 1 0 1 0 1 0 1,1,0,-1,-
16,0 1 1 0 0 3 1 1 1 1 1 1 1 1 1 0 1 0 1 0 1 0,0,1,-1,-
16,0 1 1 0 0 3 1 1 1 1 1 1 1 1 1 0 1 0 1 0 1 0,1,0,-1,-
16,0 1 1 0 1 0 0 1 1 1 1 0 1 1 0 0 1 1 1 1 1 1,0,3,-2,-
16,0 1 1 0 1 0 0 1 1 1 1 0 1 1 0 0 1 1 1 1 1 1,1,2,28,+
16,0 1 1 0 1 0 0 1 1 1 1 0 1 1 0 0 1 1 1 1 1 1,2,1,45,+
16,0 1 1 0 1 0 0 1 1 1 1 0 1 1 0 0 1 1 1 1 1 1,3,0,15,+
16,0 1 1 0 1 0 0 1 1 1 1 0 1 1 0 0 1 1 1 1 1 3,0,1,-1,-
16,0 1 1 0 1 0 0 1 1 1 1 0 1 1 0 0 1 1 1 1 1 3,1,0,-1,-
16,0 1 1 0 1 0 0 1 1 1 1 0 1 1 0 0 1 1 1 1 3 1,0,1,-1,-
16,0 1 1 0 1 0 0 1 1 1 1 0 1 1 0 0 1 1 1 1 3 1,1,0,-1,-
16,0 1 1 0 1 0 0 1 1 1 1 0 1 1 0 0 1 1 1 3 1 1,0,1,-1,-
16,0 1 1 0 1 0 0 1 1 1 1 0 1 1 0 0 1 1 1 3 1 1,1,0,-1,-
16,0 1 1 0 1 0 0 1 1 1 1 0 1 1 0 0 1 1 3 1 1 1,0,1,-1,-
16,0 1 1 0 1 0 0 1 1 1 1 0 1 1 0 0 1 1 3 1 1 1,1,0,-1,-
16,0 1 1 0 1 0 0 1 1 1 1 0 1 1 0 0 1 3 1 1 1 1,0,1,-1,-
16,0 1 1 0 1 0 0 1 1 1 1 0 1 1 0 0 1 3 1 1 1 1,1,0,-1,-
16,0 1 1 0 1 0 0 1 1 1 1 0 1 1 0 0 3 1 1 1 1 1,0,1,-1,-
16,0 1 1 0 1 0 0 1 1 1 1 0 1 1 0 0 3 1 1 1 1 1,1,0,-1,-
16,0 1 1 0 1 0 0 1 1 1 1 0 1 1 0 2 1 1 1 1 1 1,0,1,-1,-
16,0 1 1 0 1 0 0 1 1 1 1 0 1 1 0 2 1 1 1 1 1 1,1,0,-1,-
16,0 1 1 0 1 0 0 1 1 1 1 0 1 1 2 0 1 1 1 1 1 1,0,1,-1,-
16,0 1 1 0 1 0 0 1 1 1 1 0 1 1 2 0 1 1 1 1 1 1,1,0,-1,-
16,0 1 1 0 1 0 0 1 1 1 1 0 1 3 0 0 1 1 1 1 1 1,0,1,-1,-
16,0 1 1 0 1 0 0 1 1 1 1 0 1 3 0 0 1 1 1 1 1 1,1,0,-1,-
16,0 1 1 0 1 0 0 1 1 1 1 0 3 1 0 0 1 1 1 1 1 1,0,1,-1,-
16,0 1 1 0 1 0 0 1 1 1 1 0 3 1 0 0 1 1 1 1 1 1,1,0,-1,-
16,0 1 1 0 1 0 0 1 1 1 1 2 1 1 0 0 1 1 1 1 1 1,0,1,-1,-
16,0 1 1 0 1 0 0 1 1 1 1 2 1 1 0 0 1 1 1 1 1 1,1,0,-1,-
16,0 1 1 0 1 0 0 1 1 1 3 0 1 1 0 0 1 1 1 1 1 1,0,1,-1,-
16,0 1 1 0 1 0 0 1 1 1 3 0 1 1 0 0 1 1 1 1 1 1,1,0,-1,-
16,0 1 1 0 1 0 0 1 1 3 1 0 1 1 0 0 1 1 1 1 1 1,0,1,-1,-
16,0 1 1 0 1 0 0 1 1 3 1 0 1 1 0 0 1 1 1 1 1 1,1,0,-1,-
16,0 1 1 0 1 0 0 1 3 1 1 0 1 1 0 0 1 1 1 1 1 1,0,1,-1,-
16,0 1 1 0 1 0 0 1 3 1 1 0 1 1 0 0 1 1 1 1 1 1,1,0,-1,-
16,0 1 1 0 1 0 0 3 1 1 1 0 1 1 0 0 1 1 1 1 1 1,0,1,-1,-
16,0 1 1 0 1 0 0 3 1 1 1 0 1 1 0 0 1 1 1 1 1 1,1,0,-1,-
16,0 1 1 0 1 0 1 0 1 1 0 1 1 1 1 1 1 1 1 1 0 0,0,3,-2,-
16,0 1 1 0 1 0 1 0 1 1 0 1 1 1 1 1 1 1 1 1 0 0,1,2,28,+
16,0 1 1 0 1 0 1 0 1 1 0 1 1 1 1 1 1 1 1 1 0 0,2,1,45,+
16,0 1 1 0 1 0 1 0 1 1 0 1 1 1 1 1 1 1 1 1 0 0,3,0,15,+
16,0 1 1 0 1 0 1 0 1 1 0 1 1 1 1 1 1 1 1 1 0 2,0,1,-1,-
16,0 1 1 0 1 0 1 0 1 1 0 1 1 1 1 1 1 1 1 1 0 2,1,0,-1,-
16,0 1 1 0 1 0 1 0 1 1 0 1 1 1 1 1 1 1 1 1 2 0,0,1,-1,-
16,0 1 1 0 1 0 1 0 1 1 0 1 1 1 1 1 1 1 1 1 2 0,1,0,-1,-
16,0 1 1 0 1 0 1 0 1 1 0 1 1 1 1 1 1 1 1 3 0 0,0,1,-1,-
16,0 1 1 0 1 0 1 0 1 1 0 1 1 1 1 1 1 1 1 3 0 0,1,0,-1,-
16,0 1 1 0 1 0 1 0 1 1 0 1 1 1 1 1 1 1 3 1 0 0,0,1,-1,-
16,0 1 1 0 1 0 1 0 1 1 0 1 1 1 1 1 1 1 3 1 0 0,1,0,-1,-
16,0 1 1 0 1 0 1 0 1 1 0 1 1 1 1 1 1 3 1 1 0 0,0,1,-1,-
16,0 1 1 0 1 0 1 0 1 1 0 1 1 1 1 1 1 3 1 1 0 0,1,0,-1,-
16,0 1 1 0 1 0 1 0 1 1 0 1 1 1 1 1 3 1 1 1 0 0,0,1,-1,-
16,0 1 1 0 1 0 1 0 1 1 0 1 1 1 1 1 3 1 1 1 0 0,1,0,-1,-
16,0 1 1 0 1 0 1 0 1 1 0 1 1 1 1 3 1 1 1 1 0 0,0,1,-1,-
16,0 1 1 0 1 0 1 0 1 1 0 1 1 1 1 3 1 1 1 1 0 0,1,0,-1,-
16,0 1 1 0 1 0 1 0 1 1 0 1 1 1 3 1 1 1 1 1 0 0,0,1,-1,-
16,0 1 1 0 1 0 1 0 1 1 0 1 1 1 3 1 1 1 1 1 0 0,1,0,-1,-
16,0 1 1 0 1 0 1 0 1 1 0 1 1 3 1 1 1 1 1 1 0 0,0,1,-1,-
16,0 1 1 0 1 0 1 0 1 1 0 1 1 3 1 1 1 1 1 1 0 0,1,0,-1,-
16,0 1 1 0 1 0 1 0 1 1 0 1 3 1 1 1 1 1 1 1 0 0,0,1,-1,-
16,0 1 1 0 1 0 1 0 1 1 0 1 3 1 1 1 1 1 1 1 0 0,1,0,-1,-
16,0 1 1 0 1 0 1 0 1 1 0 3 1 1 1 1 1 1 1 1 0 0,0,1,-1,-
16,0 1 1 0 1 0 1 0 1 1 0 3 1 1 1 1 1 1 1 1 0 0,1,0,-1,-
16,0 1 1 0 1 0 1 0 1 1 2 1 1 1 1 1 1 1 1 1 0 0,0,1,-1,-
16,0 1 1 0 1 0 1 0 1 1 2 1 1 1 1 1 1 1 1 1 0 0,1,0,-1,-
16,0 1 1 0 1 0 1 0 1 3 0 1 1 1 1 1 1 1 1 1 0 0,0,1,-1,-
16,0 1 1 0 1 0 1 0 1 3 0 1 1 1 1 1 1 1 1 1 0 0,1,0,-1,-
16,0 1 1 0 1 0 1 0 3 1 0 1 1 1 1 1 1 1 1 1 0 0,0,1,-1,-
16,0 1 1 0 1 0 1 0 3 1 0 1 1 1 1 1 1 1 1 1 0 0,1,0,-1,-
16,0 1 1 0 1 0 1 1 0 1 1 1 1 0 1 1 0 0 1 1 1 1,0,3,-2,-
16,0 1 1 0 1 0 1 1 0 1 1 1 1 0 1 1 0 0 1 1 1 1,1,2,28,+
16,0 1 1 0 1 0 1 1 0 1 1 1 1 0 1 1 0 0 1 1 1 1,2,1,45,+
16,0 1 1 0 1 0 1 1 0 1 1 1 1 0 1 1 0 0 1 1 1 1,3,0,15,+
16,0 1 1 0 1 0 1 1 0 1 1 1 1 0 1 1 0 0 1 1 1 3,0,1,-1,-
16,0 1 1 0 1 0 1 1 0 1 1 1 1 0 1 1 0 0 1 1 1 3,1,0,-1,-
16,0 1 1 0 1 0 1 1 0 1 1 1 1 0 1 1 0 0 1 1 3 1,0,1,-1,-
16,0 1 1 0 1 0 1 1 0 1 1 1 1 0 1 1 0 0 1 1 3 1,1,0,-1,-
16,0 1 1 0 1 0 1 1 0 1 1 1 1 0 1 1 0 0 1 3 1 1,0,1,-1,-
16,0 1 1 0 1 0 1 1 0 1 1 1 1 0 1 1 0 0 1 3 1 1,1,0,-1,-
16,0 1 1 0 1 0 1 1 0 1 1 1 1 0 1 1 0 0 3 1 1 1,0,1,-1,-
16,0 1 1 0 1 0 1 1 0 1 1 1 1 0 1 1 0 0 3 1 1 1,1,0,-1,-
16,0 1 1 0 1 0 1 1 0 1 1 1 1 0 1 1 0 2 1 1 1 1,0,1,-1,-
16,0 1 1 0 1 0 1 1 0 1 1 1 1 0 1 1 0 2 1 1 1 1,1,0,-1,-
16,0 1 1 0 1 0 1 1 0 1 1 1 1 0 1 1 2 0 1 1 1 1,0,1,-1,-
16,0 1 1 0 1 0 1 1 0 1 1 1 1 0 1 1 2 0 1 1 1 1,1,0,-1,-
16,0 1 1 0 1 0 1 1 0 1 1 1 1 0 1 3 0 0 1 1 1 1,0,1,-1,-
16,0 1 1 0 1 0 1 1 0 1 1 1 1 0 1 3 0 0 1 1 1 1,1,0,-1,-
16,0 1 1 0 1 0 1 1 0 1 1 1 1 0 3 1 0 0 1 1 1 1,0,1,-1,-
16,0 1 1 0 1 0 1 1 0 1 1 1 1 0 3 1 0 0 1 1 1 1,1,0,-1,-
16,0 1 1 0 1 0 1 1 0 1 1 1 1 2 1 1 0 0 1 1 1 1,0,1,-1,-
16,0 1 1 0 1 0 1 1 0 1 1 1 1 2 1 1 0 0 1 1 1 1,1,0,-1,-
16,0 1 1 0 1 0 1 1 0 1 1 1 3 0 1 1 0 0 1 1 1 1,0,1,-1,-
16,0 1 1 0 1 0 1 1 0 1 1 1 3 0 1 1 0 0 1 1 1 1,1,0,-1,-
16,0 1 1 0 1 0 1 1 0 1 1 3 1 0 1 1 0 0 1 1 1 1,0,1,-1,-
16,0 1 1 0 1 0 1 1 0 1 1 3 1 0 1 1 0 0 1 1 1 1,1,0,-1,-
16,0 1 1 0 1 0 1 1 0 1 3 1 1 0 1 1 0 0 1 1 1 1,0,1,-1,-
16,0 1 1 0 1 0 1 1 0 1 3 1 1 0 1 1 0 0 1 1 1 1,1,0,-1,-
16,0 1 1 0 1 0 1 1 0 3 1 1 1 0 1 1 0 0 1 1 1 1,0,1,-1,-
16,0 1 1 0 1 0 1 1 0 3 1 1 1 0 1 1 0 0 1 1 1 1,1,0,-1,-
16,0 1 1 0 1 0 1 1 1 0 1 1 0 1 1 1 1 1 0 0 1 1,0,3,-2,-
16,0 1 1 0 1 0 1 1 1 0 1 1 0 1 1 1 1 1 0 0 1 1,1,2,28,+
16,0 1 1 0 1 0 1 1 1 0 1 1 0 1 1 1 1 1 0 0 1 1,2,1,45,+
16,0 1 1 0 1 0 1 1 1 0 1 1 0 1 1 1 1 1 0 0 1 1,3,0,15,+
16,0 1 1 0 1 0 1 1 1 0 1 1 0 1 1 1 1 1 0 0 1 3,0,1,-1,-
16,0 1 1 0 1 0 1 1 1 0 1 1 0 1 1 1 1 1 0 0 1 3,1,0,-1,-
16,0 1 1 0 1 0 1 1 1 0 1 1 0 1 1 1 1 1 0 0 3 1,0,1,-1,-
16,0 1 1 0 1 0 1 1 1 0 1 1 0 1 1 1 1 1 0 0 3 1,1,0,-1,-
16,0 1 1 0 1 0 1 1 1 0 1 1 0 1 1 1 1 1 0 2 1 1,0,1,-1,-
16,0 1 1 0 1 0 1 1 1 0 1 1 0 1 1 1 1 1 0 2 1 1,1,0,-1,-
16,0 1 1 0 1 0 1 1 1 0 1 1 0 1 1 1 1 1 2 0 1 1,0,1,-1,-
16,0 1 1 0 1 0 1 1 1 0 1 1 0 1 1 1 1 1 2 0 1 1,1,0,-1,-
16,0 1 1 0 1 0 1 1 1 0 1 1 0 1 1 1 1 3 0 0 1 1,0,1,-1,-
16,0 1 1 0 1 0 1 1 1 0 1 1 0 1 1 1 1 3 0 0 1 1,1,0,-1,-
16,0 1 1 0 1 0 1 1 1 0 1 1 0 1 1 1 3 1 0 0 1 1,0,1,-1,-
16,0 1 1 0 1 0 1 1 1 0 1 1 0 1 1 1 3 1 0 0 1 1,1,0,-1,-
16,0 1 1 0 1 0 1 1 1 0 1 1 0 1 1 3 1 1 0 0 1 1,0,1,-1,-
16,0 1 1 0 1 0 1 1 1 0 1 1 0 1 1 3 1 1 0 0 1 1,1,0,-1,-
16,0 1 1 0 1 0 1 1 1 0 1 1 0 1 3 1 1 1 0 0 1 1,0,1,-1,-
16,0 1 1 0 1 0 1 1 1 0 1 1 0 1 3 1 1 1 0 0 1 1,1,0,-1,-
16,0 1 1 0 1 0 1 1 1 0 1 1 0 3 1 1 1 1 0 0 1 1,0,1,-1,-
16,0 1 1 0 1 0 1 1 1 0 1 1 0 3 1 1 1 1 0 0 1 1,1,0,-1,-
16,0 1 1 0 1 0 1 1 1 0 1 1 2 1 1 1 1 1 0 0 1 1,0,1,-1,-
16,0 1 1 0 1 0 1 1 1 0 1 1 2 1 1 1 1 1 0 0 1 1,1,0,-1,-
16,0 1 1 0 1 0 1 1 1 0 1 3 0 1 1 1 1 1 0 0 1 1,0,1,-1,-
16,0 1 1 0 1 0 1 1 1 0 1 3 0 1 1 1 1 1 0 0 1 1,1,0,-1,-
16,0 1 1 0 1 0 1 1 1 0 3 1 0 1 1 1 1 1 0 0 1 1,0,1,-1,-
16,0 1 1 0 1 0 1 1 1 0 3 1 0 1 1 1 1 1 0 0 1 1,1,0,-1,-
16,0 1 1 0 1 0 1 1 1 2 1 1 0 1 1 1 1 1 0 0 1 1,0,1,-1,-
16,0 1 1 0 1 0 1 1 1 2 1 1 0 1 1 1 1 1 0 0 1 1,1,0,-1,-
16,0 1 1 0 1 0 1 1 2 1 1 1 1 0 1 1 0 0 1 1 1 1,0,1,-1,-
16,0 1 1 0 1 0 1 1 2 1 1 1 1 0 1 1 0 0 1 1 1 1,1,0,-1,-
16,0 1 1 0 1 0 1 1 3 0 1 1 0 1 1 1 1 1 0 0 1 1,0,1,-1,-
16,0 1 1 0 1 0 1 1 3 0 1 1 0 1 1 1 1 1 0 0 1 1,1,0,-1,-
16,0 1 1 0 1 0 1 2 1 1 0 1 1 1 1 1 1 1 1 1 0 0,0,1,-1,-
16,0 1 1 0 1 0 1 2 1 1 0 1 1 1 1 1 1 1 1 1 0 0,1,0,-1,-
16,0 1 1 0 1 0 1 3 0 1 1 1 1 0 1 1 0 0 1 1 1 1,0,1,-1,-
16,0 1 1 0 1 0 1 3 0 1 1 1 1 0 1 1 0 0 1 1 1 1,1,0,-1,-
16,0 1 1 0 1 0 1 3 1 0 1 1 0 1 1 1 1 1 0 0 1 1,0,1,-1,-
16,0 1 1 0 1 0 1 3 1 0 1 1 0 1 1 1 1 1 0 0 1 1,1,0,-1,-
16,0 1 1 0 1 0 2 1 1 1 1 0 1 1 0 0 1 1 1 1 1 1,0,1,-1,-
16,0 1 1 0 1 0 2 1 1 1 1 0 1 1 0 0 1 1 1 1 1 1,1,0,-1,-
16,0 1 1 0 1 0 3 0 1 1 0 1 1 1 1 1 1 1 1 1 0 0,0,1,-1,-
16,0 1 1 0 1 0 3 0 1 1 0 1 1 1 1 1 1 1 1 1 0 0,1,0,-1,-
16,0 1 1 0 1 0 3 1 0 1 1 1 1 0 1 1 0 0 1 1 1 1,0,1,-1,-
16,0 1 1 0 1 0 3 1 0 1 1 1 1 0 1 1 0 0 1 1 1 1,1,0,-1,-
16,0 1 1 0 1 0 3 1 1 0 1 1 0 1 1 1 1 1 0 0 1 1,0,1,-1,-
16,0 1 1 0 1 0 3 1 1 0 1 1 0 1 1 1 1 1 0 0 1 1,1,0,-1,-
16,0 1 1 0 1 2 0 1 1 1 1 0 1 1 0 0 1 1 1 1 1 1,0,1,-1,-
16,0 1 1 0 1 2 0 1 1 1 1 0 1 1 0 0 1 1 1 1 1 1,1,0,-1,-
16,0 1 1 0 1 2 1 0 1 1 0 1 1 1 1 1 1 1 1 1 0 0,0,1,-1,-
16,0 1 1 0 1 2 1 0 1 1 0 1 1 1 1 1 1 1 1 1 0 0,1,0,-1,-
16,0 1 1 0 1 2 1 1 0 1 1 1 1 0 1 1 0 0 1 1 1 1,0,1,-1,-
16,0 1 1 0 1 2 1 1 0 1 1 1 1 0 1 1 0 0 1 1 1 1,1,0,-1,-
16,0 1 1 0 1 2 1 1 1 0 1 1 0 1 1 1 1 1 0 0 1 1,0,1,-1,-
16,0 1 1 0 1 2 1 1 1 0 1 1 0 1 1 1 1 1 0 0 1 1,1,0,-1,-
16,0 1 1 0 2 1 0 0 1 1 1 1 0 0 1 1 1 1 1 1 1 1,0,1,-1,-
16,0 1 1 0 2 1 0 0 1 1 1 1 0 0 1 1 1 1 1 1 1 1,1,0,-1,-
16,0 1 1 0 2 1 1 1 0 0 0 0 1 1 1 1 1 1 1 1 1 1,0,1,-1,-
16,0 1 1 0 2 1 1 1 0 0 0 0 1 1 1 1 1 1 1 1 1 1,1,0,-1,-
16,0 1 1 0 2 1 1 1 1 1 1 1 1 1 0 1 0 1 0 1 0 1,0,1,-1,-
16,0 1 1 0 2 1 1 1 1 1 1 1 1 1 0 1 0 1 0 1 0 1,1,0,-1,-
16,0 1 1 0 2 1 1 1 1 1 1 1 1 1 1 0 1 0 1 0 1 0,0,1,-1,-
16,0 1 1 0 2 1 1 1 1 1 1 1 1 1 1 0 1 0 1 0 1 0,1,0,-1,-
16,0 1 1 0 3 0 0 1 1 1 1 0 1 1 0 0 1 1 1 1 1 1,0,1,-1,-
16,0 1 1 0 3 0 0 1 1 1 1 0 1 1 0 0 1 1 1 1 1 1,1,0,-1,-
16,0 1 1 0 3 0 1 0 1 1 0 1 1 1 1 1 1 1 1 1 0 0,0,1,-1,-
16,0 1 1 0 3 0 1 0 1 1 0 1 1 1 1 1 1 1 1 1 0 0,1,0,-1,-
16,0 1 1 0 3 0 1 1 0 1 1 1 1 0 1 1 0 0 1 1 1 1,0,1,-1,-
16,0 1 1 0 3 0 1 1 0 1 1 1 1 0 1 1 0 0 1 1 1 1,1,0,-1,-
16,0 1 1 0 3 0 1 1 1 0 1 1 0 1 1 1 1 1 0 0 1 1,0,1,-1,-
16,0 1 1 0 3 0 1 1 1 0 1 1 0 1 1 1 1 1 0 0 1 1,1,0,-1,-
16,0 1 1 1 0 0 0 1 1 1 0 1 1 1 1 1 0 1 1 0 1 1,0,3,-2,-
16,0 1 1 1 0 0 0 1 1 1 0 1 1 1 1 1 0 1 1 0 1 1,1,2,28,+
16,0 1 1 1 0 0 0 1 1 1 0 1 1 1 1 1 0 1 1 0 1 1,2,1,45,+
16,0 1 1 1 0 0 0 1 1 1 0 1 1 1 1 1 0 1 1 0 1 1,3,0,15,+
16,0 1 1 1 0 0 0 1 1 1 0 1 1 1 1 1 0 1 1 0 1 3,0,1,-1,-
16,0 1 1 1 0 0 0 1 1 1 0 1 1 1 1 1 0 1 1 0 1 3,1,0,-1,-
16,0 1 1 1 0 0 0 1 1 1 0 1 1 1 1 1 0 1 1 0 3 1,0,1,-1,-
16,0 1 1 1 0 0 0 1 1 1 0 1 1 1 1 1 0 1 1 0 3 1,1,0,-1,-
16,0 1 1 1 0 0 0 1 1 1 0 1 1 1 1 1 0 1 1 2 1 1,0,1,-1,-
16,0 1 1 1 0 0 0 1 1 1 0 1 1 1 1 1 0 1 1 2 1 1,1,0,-1,-
16,0 1 1 1 0 0 0 1 1 1 0 1 1 1 1 1 0 1 3 0 1 1,0,1,-1,-
16,0 1 1 1 0 0 0 1 1 1 0 1 1 1 1 1 0 1 3 0 1 1,1,0,-1,-
16,0 1 1 1 0 0 0 1 1 1 0 1 1 1 1 1 0 3 1 0 1 1,0,1,-1,-
16,0 1 1 1 0 0 0 1 1 1 0 1 1 1 1 1 0 3 1 0 1 1,1,0,-1,-
16,0 1 1 1 0 0 0 1 1 1 0 1 1 1 1 1 2 1 1 0 1 1,0,1,-1,-
16,0 1 1 1 0 0 0 1 1 1 0 1 1 1 1 1 2 1 1 0 1 1,1,0,-1,-
16,0 1 1 1 0 0 0 1 1 1 0 1 1 1 1 3 0 1 1 0 1 1,0,1,-1,-
16,0 1 1 1 0 0 0 1 1 1 0 1 1 1 1 3 0 1 1 0 1 1,1,0,-1,-
16,0 1 1 1 0 0 0 1 1 1 0 1 1 1 3 1 0 1 1 0 1 1,0,1,-1,-
16,0 1 1 1 0 0 0 1 1 1 0 1 1 1 3 1 0 1 1 0 1 1,1,0,-1,-
16,0 1 1 1 0 0 0 1 1 1 0 1 1 3 1 1 0 1 1 0 1 1,0,1,-1,-
16,0 1 1 1 0 0 0 1 1 1 0 1 1 3 1 1 0 1 1 0 1 1,1,0,-1,-
16,0 1 1 1 0 0 0 1 1 1 0 1 3 1 1 1 0 1 1 0 1 1,0,1,-1,-
16,0 1 1 1 0 0 0 1 1 1 0 1 3 1 1 1 0 1 1 0 1 1,1,0,-1,-
